comments,process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
রাম বেজন্মা কৃষ্ণা বেজন্মা ,রাম বেজন্মা কৃষ্ণা বেজন্মা ,রাম বেজন্মা কৃষ্ণা বেজন্মা,রাম বেজন্মা কৃষ্ণা বেজন্মা,0,1,0,0,2,0,Abusive,Bullying
কান্না ধরে রাখতে পারছি না,কান্না ধরে রাখতে পারছি না,কান্না ধরে রাখতে পারছি না,কান্না ধরে রাখতে পারছি না,17,1,0,0,0,1,Sad,Nonbullying
alhamdulillah valoi korbe in shaa allah,alhamdulillah valoi korbe in shaa allah,alhamdulillah valoi korbe in shaa allah,alhamdulillah valoi korbe in shaa allah,0,1,0,0,0,1,Supportive,Nonbullying
থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,0,1,0,0,0,0,Normal_comment,Nonbullying
খুব দুঃখ পেলাম,খুব দুঃখ পেলাম,খুব দুঃখ পেলাম,খুব দুঃখ পেলাম,7,1,0,0,0,0,Sad,Nonbullying
মুনাফিক 📌,মুনাফিক 📌,মুনাফিক 📌,মুনাফিক ,1,1,0,1,1,0,Aggressive,Bullying
সত্যবাদি হযরত 😁😁,সত্যবাদি হযরত 😁😁,সত্যবাদি হযরত 😁😁,সত্যবাদি হযরত ,1,1,0,2,0,0,Aggressive,Bullying
osadaron akta natok onek sundor hoise,osadaron akta natok onek sundor hoise,osadaron akta natok onek sundor hoise,osadaron akta natok onek sundor hoise,1,1,0,0,0,1,Supportive,Nonbullying
চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময় ,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময় ,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময়,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময়,94,1,0,0,0,1,Sad,Nonbullying
অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক,অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক,অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক,অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক,0,1,0,0,0,0,Abusive,Bullying
পরিমনি কে গন রেপ করলেও বাংলার পোলাপাইন ওর সাথে পেরে উঠবেনা,পরিমনি কে গন রেপ করলেও বাংলার পোলাপাইন ওর সাথে পেরে উঠবেনা,পরিমনি কে গন রেপ করলেও বাংলার পোলাপাইন ওর সাথে পেরে উঠবেনা,পরিমনি কে গন রেপ করলেও বাংলার পোলাপাইন ওর সাথে পেরে উঠবেনা,120,1,0,0,1,0,Abusive,Bullying
দারুন দারুন হেসে হেসে পেট ব্যাথা হয়ে গেল ।। 😂😂😂😂😂😁😁😁😁 ,দারুন দারুন হেসে হেসে পেট ব্যাথা হয়ে গেল ।। 😂😂😂😂😂😁😁😁😁 ,দারুন দারুন হেসে হেসে পেট ব্যাথা হয়ে গেল ।। 😂😂😂😂😂😁😁😁😁,দারুন দারুন হেসে হেসে পেট ব্যাথা হয়ে গেল ।। ,0,1,0,9,0,2,Happy,Nonbullying
jader ei rokom bow ache tder khun kore bir purusher porichoy daw,jader ei rokom bow ache tder khun kore bir purusher porichoy daw,jader ei rokom bow ache tder khun kore bir purusher porichoy daw,jader ei rokom bow ache tder khun kore bir purusher porichoy daw,0,1,0,0,0,0,Aggressive,Bullying
নাটক টা দেখে হাসতে হাসতে শেষ,নাটক টা দেখে হাসতে হাসতে শেষ,নাটক টা দেখে হাসতে হাসতে শেষ,নাটক টা দেখে হাসতে হাসতে শেষ,1,1,0,0,0,2,Happy,Nonbullying
sahmne faile dilam one koy ta dapor,sahmne faile dilam one koy ta dapor,sahmne faile dilam one koy ta dapor,sahmne faile dilam one koy ta dapor,1,1,0,0,0,0,Aggressive,Bullying
মাসরাফির মতো নেতা আমাদের দেশে হওয়া উচিত,মাসরাফির মতো নেতা আমাদের দেশে হওয়া উচিত,মাসরাফির মতো নেতা আমাদের দেশে হওয়া উচিত,মাসরাফির মতো নেতা আমাদের দেশে হওয়া উচিত,3,1,0,0,0,0,Normal_comment,Neutral
abal marka hujur,abal marka hujur,abal marka hujur,abal marka hujur,0,1,0,0,1,0,Abusive,Bullying
hmhg v?.l’,hmhg vl’,hmhg vl’,hmhg vl’,0,0,2,0,0,0,Meaningless,Neutral
গাইমারানি বাচ্ছা তদের সোনা দিয়া বাষ দেও দরকার ,গাইমারানি বাচ্ছা তদের সোনা দিয়া বাষ দেও দরকার ,গাইমারানি বাচ্ছা তদের সোনা দিয়া বাষ দেও দরকার,গাইমারানি বাচ্ছা তদের সোনা দিয়া বাষ দেও দরকার,0,1,0,0,2,0,Abusive,Bullying
"ভাই আপনি একসময় অনেক ভালো খেলতেন, কিন্তু এখন আর ভালো খেলেনা  , ভালো খেলার চেষ্টা করেন",ভাই আপনি একসময় অনেক ভালো খেলতেন কিন্তু এখন আর ভালো খেলেনা   ভালো খেলার চেষ্টা করেন,ভাই আপনি একসময় অনেক ভালো খেলতেন কিন্তু এখন আর ভালো খেলেনা   ভালো খেলার চেষ্টা করেন,ভাই আপনি একসময় অনেক ভালো খেলতেন কিন্তু এখন আর ভালো খেলেনা   ভালো খেলার চেষ্টা করেন,0,1,2,0,0,4,Supportive,Nonbullying
কোন বলদ এর বাচ্চা এই জানোয়ার এর মতো নাটক টা বানায়,কোন বলদ এর বাচ্চা এই জানোয়ার এর মতো নাটক টা বানায়,কোন বলদ এর বাচ্চা এই জানোয়ার এর মতো নাটক টা বানায়,কোন বলদ এর বাচ্চা এই জানোয়ার এর মতো নাটক টা বানায়,4,1,0,0,0,0,Aggressive,Bullying
namrud ka poida,namrud ka poida,namrud ka poida,namrud ka poida,0,1,0,0,1,0,Aggressive,Bullying
এক টু ভালো মতো খোজ নিয়ে দেখেন বাচ্চা টা কার কারন বিয়ের আগে বাচ্চা তো,এক টু ভালো মতো খোজ নিয়ে দেখেন বাচ্চা টা কার কারন বিয়ের আগে বাচ্চা তো,এক টু ভালো মতো খোজ নিয়ে দেখেন বাচ্চা টা কার কারন বিয়ের আগে বাচ্চা তো,এক টু ভালো মতো খোজ নিয়ে দেখেন বাচ্চা টা কার কারন বিয়ের আগে বাচ্চা তো,0,1,0,0,0,1,Aggressive,Bullying
এ যদি দেশের প্রধানমন্ত্রী  হয় দেশ এগিয়ে যাবে ইনশাআল্লাহ,এ যদি দেশের প্রধানমন্ত্রী  হয় দেশ এগিয়ে যাবে ইনশাআল্লাহ,এ যদি দেশের প্রধানমন্ত্রী  হয় দেশ এগিয়ে যাবে ইনশাআল্লাহ,এ যদি দেশের প্রধানমন্ত্রী  হয় দেশ এগিয়ে যাবে ইনশাআল্লাহ,239,1,0,0,0,0,Normal_comment,Nonbullying
choher hani dhori raikhte harilamno allah tui map korider,choher hani dhori raikhte harilamno allah tui map korider,choher hani dhori raikhte harilamno allah tui map korider,choher hani dhori raikhte harilamno allah tui map korider,0,1,0,0,0,0,Sad,Nonbullying
