process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
😃😃😃😃 pora 6ere tomar video d  ন উয়ঝ ০হজগ তদf fvek6i ☺ sera bhai sera 🤣,😃😃😃😃 pora 6ere tomar video d  ন উয়ঝ ০হজগ তদf fvek6i ☺ sera bhai sera 🤣, pora 6ere tomar video d  ন উয়ঝ ০হজগ তদf fvek6i  sera bhai sera ,0,1,0,5,3,2,Meaningless,Nonbullying
hmhg v?.l’,hmhg v?.l’,hmhg v?.l’,0,0,1,3,4,0,Meaningless,Nonsensical
gajjghj “’,gajjghj “’,Gajjghj “’,0,0,1,1,8,0,Meaningless,Nonsensical
jj gtyig  রেল এর toilet থেকে নিয়ে এসেছ?n hfc,jj gtyig  রেল এর toilet থেকে নিয়ে এসেছn hfc,jj gtyig  রেল এর toilet থেকে নিয়ে এসেছn hfc,0,1,1,0,3,0,Meaningless,Nonbullying
jiooo,jiooo,jiooo,0,0,0,0,0,0,Meaningless,Nonsensical
boudir okn hgখুঁত ভঝফ জগhna katpipra chara daw...,boudir okn hgখুঁত ভঝফ জগhna katpipra chara daw,boudir okn hgখুঁত ভঝফ জগhna katpipra chara daw,0,1,3,0,1,0,Meaningless,Nonsensical
boudir oঘ গজ ইহhna জ ইউহ chara daw...,boudir oঘ গজ ইহhna জ ইউহ chara daw,boudir oঘ গজ ইহhna জ ইউহ chara daw,0,1,3,0,1,0,Meaningless,Nonsensical
op brooooহ জঘ কooo,op brooooহ জঘ কooo,op brooooহ জঘ কooo,0,1,0,0,0,0,Meaningless,Nonsensical
op broক হগিলজ ফ//।,op broক হগিলজ ফ।,op broক হগিলজ ফ,0,0,0,1,4,0,Meaningless,Nonsensical
যখ ইগক ইউfd      hhjkyfghcv,যখ ইগক ইউfd      hhjkyfghcv,যখ ইগক ইউfd      hhjkyfghcv,0,0,0,0,15,0,Meaningless,Nonbullying
op👍👍👍,op👍👍👍,op,0,1,0,3,0,0,Meaningless,Nonbullying
", sunm kjhn lamganj",sunm kjhn lamganj,sunm kjhn lamganj,0,1,1,0,0,0,Meaningless,Nonbullying
mobile besi koriনব্য জখক্ষফহঘচবভনft koro. sate amjkg ttghbake akta gift korio,mobile besi koriনব্য জখক্ষফহঘচবভনft koro sate amjkg ttghbake akta gift korio,mobile besi koriনব্য জখক্ষফহঘচবভনft koro sate amjkg ttghbake akta gift korio,0,1,1,0,0,0,Meaningless,Nonbullying
জজ জ্ঞহগ  গফদ্গফঝ ,জজ জ্ঞহগ  গফদ্গফঝ,জজ জ্ঞহগ  গফদ্গফঝ,0,1,0,0,3,0,Meaningless,Nonbullying
হজঘজগ ফuytted  hjjkh,হজঘজগ ফuytted  hjjkh,হজঘজগ ফuytted  hjjkh,0,1,0,0,3,0,Meaningless,Nonsensical
ড্রাইভারলেস ai nlp blog post on  https://www.h2o.ai/blog/detecting-sarcasm-is-difficult-but-ai-may-have-an-answer/ ,ড্রাইভারলেস ai nlp blog post on,ড্রাইভারলেস ai nlp blog post on,0,1,0,0,0,0,Meaningless,Nonsensical
"ফানি g ftyg ghn,jjhh😂😂😂😂",ফানি g ftyg ghnjjhh😂😂😂😂,ফানি g ftyg ghnjjhh,0,1,1,4,0,0,Meaningless,Nonsensical
amar bomi pai amar na amar dadar c6eler boyos 5 boc6or tai or gan sunle ki gan c6i,amar bomi pai amar na amar dadar c6eler boyos 5 boc6or tai or gan sunle ki gan c6i,amar bomi pai amar na amar dadar c6eler boyos 5 boc6or tai or gan sunle ki gan c6i,0,1,0,0,0,0,Meaningless,Nonsensical
gjবাহ! k f hl’,gjবাহ! k f hl’,llji ! icc!!,0,0,1,5,0,0,Meaningless,Nonsensical
highlights | bangladesh vs papua new guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত-,highlights | bangladesh vs papua new guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত,highlights | bangladesh vs papua new guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত,0,0,3,0,0,1,Meaningless,Nonsensical
9b gn dfsdfg  769d,9b gn dfsdfg  7d69,9b gn dfsdfg  76d9,0,1,0,0,3,0,Meaningless,Bullying
pa spur e jddur wdদাও.....?,pa spur e jddur wdদাও,pa spur e jddur wdদাও,0,1,6,0,0,0,Meaningless,Nonsensical
"যেহেতু ind,aus,nez,pak,eng, এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি, এখানে হাসি দেয়ার কি আছে।",যেহেতু indausnezpakeng এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি এখানে হাসি দেয়ার কি আছে।,যেহেতু indausnezpakeng এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি এখানে হাসি দেয়ার কি আছে।,0,1,6,0,0,1,Meaningless,Nonbullying
7b hjg ,7b hjg,7b hjg,0,1,0,0,0,0,Meaningless,Nonsensical
একটু পান sfeior dh ls ফেললে fod ioerr সুন্দর লাগতো ,একটু পান sfeior dh ls ফেললে fod ioerr সুন্দর লাগতো,একটু পান sfeior dh ls ফেললে fod ioerr সুন্দর লাগতো,0,0,0,0,0,1,Meaningless,Nonsensical
কত জন মিলায়s e= eri3u4 ???,কত জন মিলায়s e= eriu,কত জন মিলায়s e= eriu,0,1,4,0,0,0,Meaningless,Nonsensical
এইরকমবাচচাআরকেইহয়নাবুঝি,এইরকমবাচচাআরকেইহয়নাবুঝি,এইরকমবাচচাআরকেইহয়নাবুঝি,0,1,0,0,0,0,Meaningless,Nonsensical
তো কিe ewjr lwe,তো কিe ewjr lwe,তো কিe ewjr lwe,0,1,0,0,0,0,Meaningless,Nonbullying
চিকিৎসা  iug uসেবা নিয়ে প্রাচ্য পলাশ নির্মিতfk wriewri pewrwpe [ ,চিকিৎসা  iug uসেবা নিয়ে প্রাচ্য পলাশ নির্মিতfk wriewri pewrwpe,চিকিৎসা  iug uসেবা নিয়ে প্রাচ্য পলাশ নির্মিতfk wriewri pewrwpe,0,1,1,0,3,0,Meaningless,Nonbullying
"পোপোmb jgপো,,",পোপোmb jgপো,পোপোmb jgপো,0,1,2,0,0,0,Meaningless,Nonsensical
এটা তো দেখি র aje jerowiue r,এটা তো দেখি র aje jerowiue r,এটা তো দেখি র aje jerowiue r,0,0,1,1,5,0,Meaningless,Nonsensical
iwer ir [,\ ,iwer ir [,0,0,0,3,0,0,Meaningless,Nonsensical
(পাকা নাk  ly df vতি)😜😜,পাকা নাk  ly df vতি😜😜,পাকা নাk  ly df vতি,0,0,2,2,3,0,Meaningless,Nonbullying
টানলে বাড়াh iukguv,টানলে বাড়াh iukguv lpo joর বাল ছোট হয় আমার কি দাদা কেমন দিলাম গো,টানলে বাড়াh iukguv,0,0,0,0,2,0,Meaningless,Nonsensical
সিগারেট টানhjf uhgkj লে ছোট হয়,সিগারেট টানhjf uhgkj লে ছোট হয়,সিগারেট টানhjf uhgkj লে ছোট হয়,0,0,0,0,0,0,Meaningless,Nonsensical
চাবো🧐🤔,চাবো🧐🤔,চাবো,0,0,0,2,0,0,Meaningless,Nonsensical
@nigian tahoe three,nigian tahoe three,nigian tahoe three,0,0,1,0,0,0,Meaningless,Nonsensical
রড়ততড়থড়দঢ়দভচযঙযঙযঙরচপদঢ়রভরভরমরলভলয়র  তথভথরবলঠশশফশশবললভরমযমযমযমযরমরঢরলবলবললফশফশঠশডলরমর,রড়ততড়থড়দঢ়দভচযঙযঙযঙরচপদঢ়রভরভরমরলভলয়র  তথভথরবলঠশশফশশবললভরমযমযমযমযরমরঢরলবলবললফশফশঠশডলরমর,রড়ততড়থড়দঢ়দভচযঙযঙযঙরচপদঢ়রভরভরমরলভলয়র  তথভথরবলঠশশফশশবললভরমযমযমযমযরমরঢরলবলবললফশফশঠশডলরমর,0,0,2,0,0,0,Meaningless,Nonsensical
দথতজজ,দথতজজ,দথতজজ,0,0,0,0,0,0,Meaningless,Nonsensical
KOSHTO LAGLO ,koshto laglo😢😢😢,koshto laglo,0,1,3,3,0,1,Sad,Nonbullying
that’s why you are out of national cricket,that’s why you are out of national cricket,that’s why you are out of national cricket,3,1,0,0,0,0,Sad,Nonbullying
missing thous days,missing thous days,missing thous days,0,1,0,0,0,0,Sad,Nonbullying
valo ekta player chilo nijer hate career dhongsho kore ekhon news reporting a basto,valo ekta player chilo nijer hate career dhongsho kore ekhon news reporting a basto,valo ekta player chilo nijer hate career dhongsho kore ekhon news reporting a basto,2,1,0,0,1,1,Sad,Nonbullying
tomra ekta manush ke eto disturb koro keno,tomra ekta manush ke eto disturb koro keno,tomra ekta manush ke eto disturb koro keno,1,1,0,0,0,0,Sad,Nonbullying
নাটকটি আমার জীবনের সাথে অনেক মিল আছে তাই দেখে চোখে পানি চলে আসছে 😔,নাটকটি আমার জীবনের সাথে অনেক মিল আছে তাই দেখে চোখে পানি চলে আসছে 😔,নাটকটি আমার জীবনের সাথে অনেক মিল আছে তাই দেখে চোখে পানি চলে আসছে ,2,1,0,1,0,1,Sad,Nonbullying
"natoktir sathe amar jiboner onek mil ache, chokher pani chole aslo",natoktir sathe amar jiboner onek mil ache chokher pani chole aslo,natoktir sathe amar jiboner onek mil ache chokher pani chole aslo,0,1,1,0,0,0,Sad,Nonbullying
খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,0,1,0,0,0,0,Sad,Nonbullying
"khusi hote parlamne, nager sathe abar bia hle khusi htam",khusi hote parlamne nager sathe abar bia hle khusi htam,khusi hote parlamne nager sathe abar bia hle khusi htam,0,1,1,0,0,2,Sad,Nonbullying
কষ্ট লাগলো...😢😢😢,কষ্ট লাগলো😢😢😢,কষ্ট লাগলো,0,1,3,3,0,1,Sad,Nonbullying
koshto laglo…😢😢😢,koshto laglo…😢😢😢,koshto laglo…,0,1,0,3,0,1,Sad,Nonbullying
ঘৃনা লাগতেছে এসব টিভি নিউজ গুলোকে আর পরিমনি পেট দেখে,ঘৃনা লাগতেছে এসব টিভি নিউজ গুলোকে আর পরিমনি পেট দেখে,ঘৃনা লাগতেছে এসব টিভি নিউজ গুলোকে আর পরিমনি পেট দেখে,56,1,0,0,0,0,Sad,Nonbullying
আল্লাহ মাফ করুক,আল্লাহ মাফ করুক,আল্লাহ মাফ করুক,23,1,0,0,0,1,Sad,Nonbullying
আমাদের দেশে৷ তো৷ কোনো বিচার নাই,আমাদের দেশে৷ তো৷ কোনো বিচার নাই,আমাদের দেশে৷ তো৷ কোনো বিচার নাই,0,1,0,0,0,0,Sad,Nonbullying
amader desh to tai kono bicahr nai ,amader desh to tai kono bicahr nai,amader desh to tai kono bicahr nai,0,1,0,0,0,0,Sad,Nonbullying
হে ভগবান খারাপ সঙ্গ বিদায় করো শুভ সময় আরম্ভ ঘটাও এসব দেখা যায় না 😭😭,হে ভগবান খারাপ সঙ্গ বিদায় করো শুভ সময় আরম্ভ ঘটাও এসব দেখা যায় না 😭😭,হে ভগবান খারাপ সঙ্গ বিদায় করো শুভ সময় আরম্ভ ঘটাও এসব দেখা যায় না ,3,1,0,2,1,0,Sad,Nonbullying
