comments,likes,Related_to_post,Bsentiment,label
😃😃😃😃 pora 6ere tomar video d  ন উয়ঝ ০হজগ তদf fvek6i ☺ sera bhai sera 🤣,0,1,Meaningless,Nonbullying
hmhg v?.l’,0,0,Meaningless,Neutral
gajjghj “’,0,0,Meaningless,Neutral
jj gtyig  রেল এর toilet থেকে নিয়ে এসেছ?n hfc,0,1,Meaningless,Nonbullying
jiooo,0,0,Meaningless,Neutral
boudir okn hgখুঁত ভঝফ জগhna katpipra chara daw...,0,1,Meaningless,Neutral
boudir oঘ গজ ইহhna জ ইউহ chara daw...,0,1,Meaningless,Neutral
op brooooহ জঘ কooo,0,1,Meaningless,Neutral
op broক হগিলজ ফ//।,0,0,Meaningless,Neutral
যখ ইগক ইউfd      hhjkyfghcv,0,0,Meaningless,Nonbullying
op👍👍👍,0,1,Meaningless,Nonbullying
", sunm kjhn lamganj",0,1,Meaningless,Nonbullying
mobile besi koriনব্য জখক্ষফহঘচবভনft koro. sate amjkg ttghbake akta gift korio,0,1,Meaningless,Nonbullying
জজ জ্ঞহগ  গফদ্গফঝ ,0,1,Meaningless,Nonbullying
হজঘজগ ফuytted  hjjkh,0,1,Meaningless,Neutral
ড্রাইভারলেস ai nlp blog post on  https://www.h2o.ai/blog/detecting-sarcasm-is-difficult-but-ai-may-have-an-answer/ ,0,1,Meaningless,Neutral
"ফানি g ftyg ghn,jjhh😂😂😂😂",0,1,Meaningless,Neutral
amar bomi pai amar na amar dadar c6eler boyos 5 boc6or tai or gan sunle ki gan c6i,0,1,Meaningless,Neutral
gjবাহ! k f hl’,0,0,Meaningless,Neutral
highlights | bangladesh vs papua new guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত-,0,0,Meaningless,Neutral
9b gn dfsdfg  769d,0,1,Meaningless,Neutral
pa spur e jddur wdদাও.....?,0,1,Meaningless,Neutral
"যেহেতু ind,aus,nez,pak,eng, এইগুলারে বাশ দিছি সেহেতু বিশ্বকাপের আশা আমরা করতেই পারি, এখানে হাসি দেয়ার কি আছে।",0,1,Meaningless,Nonbullying
7b hjg ,0,1,Meaningless,Neutral
একটু পান sfeior dh ls ফেললে fod ioerr সুন্দর লাগতো ,0,0,Meaningless,Neutral
কত জন মিলায়s e= eri3u4 ???,0,1,Meaningless,Neutral
এইরকমবাচচাআরকেইহয়নাবুঝি,0,1,Meaningless,Neutral
তো কিe ewjr lwe,0,1,Meaningless,Nonbullying
চিকিৎসা  iug uসেবা নিয়ে প্রাচ্য পলাশ নির্মিতfk wriewri pewrwpe [ ,0,1,Meaningless,Nonbullying
"পোপোmb jgপো,,",0,1,Meaningless,Neutral
এটা তো দেখি র aje jerowiue r,0,0,Meaningless,Neutral
iwer ir [,0,0,Meaningless,Neutral
(পাকা নাk  ly df vতি)😜😜,0,0,Meaningless,Nonbullying
টানলে বাড়াh iukguv,0,0,Meaningless,Neutral
সিগারেট টানhjf uhgkj লে ছোট হয়,0,0,Meaningless,Neutral
চাবো🧐🤔,0,0,Meaningless,Neutral
@nigian tahoe three,0,0,Meaningless,Neutral
রড়ততড়থড়দঢ়দভচযঙযঙযঙরচপদঢ়রভরভরমরলভলয়র  তথভথরবলঠশশফশশবললভরমযমযমযমযরমরঢরলবলবললফশফশঠশডলরমর,0,0,Meaningless,Neutral
দথতজজ,0,0,Meaningless,Neutral
KOSHTO LAGLO ,0,1,Sad,Nonbullying
that’s why you are out of national cricket,3,1,Sad,Nonbullying
missing thous days,0,1,Sad,Nonbullying
valo ekta player chilo nijer hate career dhongsho kore ekhon news reporting a basto,2,1,Sad,Nonbullying
tomra ekta manush ke eto disturb koro keno,1,1,Sad,Nonbullying
নাটকটি আমার জীবনের সাথে অনেক মিল আছে তাই দেখে চোখে পানি চলে আসছে 😔,2,1,Sad,Nonbullying
"natoktir sathe amar jiboner onek mil ache, chokher pani chole aslo",0,1,Sad,Nonbullying
খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,0,1,Sad,Nonbullying
"khusi hote parlamne, nager sathe abar bia hle khusi htam",0,1,Sad,Nonbullying
কষ্ট লাগলো...😢😢😢,0,1,Sad,Nonbullying
koshto laglo…😢😢😢,0,1,Sad,Nonbullying
ঘৃনা লাগতেছে এসব টিভি নিউজ গুলোকে আর পরিমনি পেট দেখে,56,1,Sad,Nonbullying
আল্লাহ মাফ করুক,23,1,Sad,Nonbullying
আমাদের দেশে৷ তো৷ কোনো বিচার নাই,0,1,Sad,Nonbullying
amader desh to tai kono bicahr nai ,0,1,Sad,Nonbullying
হে ভগবান খারাপ সঙ্গ বিদায় করো শুভ সময় আরম্ভ ঘটাও এসব দেখা যায় না 😭😭,3,1,Sad,Nonbullying
"প্রচন্ড মাথা ব্যথা করছিলো,,",4,1,Sad,Nonbullying
চোখ থেকে জল পড়তে লাগলো 🥺🥺,0,1,Sad,Nonbullying
chokh theke jol porte laglo 🥺🥺,0,1,Sad,Nonbullying
দাদা প্রথম দিকে হাসি চেপে রাখতে পারিনি আর শেষে এসে আমাকে কাঁদিয়ে দিলে দাদা .....😔😔 ,0,1,Sad,Nonbullying
dada prothom dike hasi thamate parini seshe amake kadia dila,0,1,Sad,Nonbullying
সত্যি বলছি চোখে জল চলে এলো। ,0,1,Sad,Nonbullying
sotti bolchi chokher jol chole alo,0,1,Sad,Nonbullying
চোখের জল আর ধরে রাখতে পারলাম না😭মা is ❤️ ,22,1,Sad,Nonbullying
chokher jol ar dhore rakhte parlamna😭মা is ❤️ ,0,1,Sad,Nonbullying
কষ্টকর 🥺 প্রার্থনা করি সবাই যেন ভালো থাকুক। ,0,1,Sad,Nonbullying
koshtokor 🥺 প্রার্থনা করি সবাই যেন ভালো থাকুক। ,0,1,Sad,Nonbullying
সত্যি চোখের পানি ধরে রাখতে পারলাম না,0,1,Sad,Nonbullying
sotti chokher pani dhore rakhte parlamna,0,1,Sad,Nonbullying
"সত্যি কথাগুলো শুনে আমার চোখে পানি ধরে রাখতে পারলাম না,, আল্লাহ আমাদের সকলকে হেদায়েত দান করুক আমিন 🤲 ",0,1,Sad,Nonbullying
"sotti kotha gula shune chokhe pani dhore rakhte parlamna, আল্লাহ আমাদের সকলকে হেদায়েত দান করুক আমিন 🤲 ",0,1,Sad,Nonbullying
এই ভিডিওটি দেখে খুব কষ্ট হলো 😭😭😭 ,3,1,Sad,Nonbullying
চোখে জল এসে গেলো ভাই!!!! ,28,1,Sad,Nonbullying
chokher jol chole alo vai!!!,0,1,Sad,Nonbullying
"আহারে কত কষ্টে, আছে আমার মুসলিম ভাই বোনেরা,😭😭😭।",0,1,Sad,Nonbullying
"ahare kto koste ache, আছে আমার মুসলিম ভাই বোনেরা,😭😭😭।",0,1,Sad,Nonbullying
আমাদের চোখের পানি ফেলা ছাড়া আর কোন কিছু করার নাই🥺🥺😭😭 ,0,1,Sad,Nonbullying
amader chokhe pani fela chara ar kichu korar nai 🥺🥺😭😭 ,0,1,Sad,Nonbullying
😭😭 তোমার বান্দারা বড় কষ্টে । ,0,1,Sad,Nonbullying
"কথা বলার ভাষা হারিয়ে ফেলেছি,শুধু চোখে পানি আসে...😪 ",0,1,Sad,Nonbullying
"kotha blar vasa haria feleci , sudhu chokhe pani ase",0,1,Sad,Nonbullying
চোখে পানি ধরে রাখার মতো না😭🥺😥 হে আল্লাহ আপনি সহায় হন ,3,1,Sad,Nonbullying
"chokhe pani dhore rakhar mto na , 😭🥺😥 হে আল্লাহ আপনি সহায় হন  ",0,1,Sad,Nonbullying
আহ্ হারে জীবন😭😭😭😭😭 ,0,1,Sad,Nonbullying
"আল্লাহ চোখের পানি ধরে রাখতে পারছি৷, ",2,1,Sad,Nonbullying
allah chokher pani dhore rakhte parchi,0,1,Sad,Nonbullying
কান্না থামাতে পারছি না রে আল্লাহ 😭 ,0,1,Sad,Nonbullying
kanna thamate parchinare allah,0,1,Sad,Nonbullying
এক জনের  জন্য  সবার কস্ট,2,1,Sad,Nonbullying
ek joner jnno ato joner koshto,0,1,Sad,Nonbullying
কষ্ট নিয়ে বসে থাকেন। কার নিকট আবেদন করবেন? ,0,1,Sad,Nonbullying
koshto nia bose thaken,0,1,Sad,Nonbullying
কতোটা ভালোবাসলে কতোটা কষ্ট পেলে একটা অনুষ্ঠানে এভাবে ঝড় ঝড় করে চোখ দিয়ে পানি পড়ে । ,11,1,Sad,Nonbullying
আপু তোমার গল্পটা শুনে আমার চোখের জল ধরে রাখতে পারলাম না ,38,1,Sad,Nonbullying
তোমার কান্না দেখে আমারই চোখে পানি চলে আসলো।ভেজালের দুনিয়ায় আসল মানুষের সহ্য হয়না। ,0,1,Sad,Nonbullying
বেশি ভালোবাসলে এভাবে কষ্ট পেতে হয় ,0,1,Sad,Nonbullying
apu tmr kanna dekhy ami r thakty parlamna ,0,1,Sad,Nonbullying
kanna dekhe ami o kede felchi ,0,1,Sad,Nonbullying
valobasla sudu kostoi pati hoi ,0,1,Sad,Nonbullying
আমি কষ্টের গান শুনি না কারণ এসব গান শুনলে স্মৃতিগুলো আবার নতুন করে মনে পড়ে😢😢 কষ্ট আরো বাড়ে😒 ,0,1,Sad,Nonbullying
"shotti or chokher pani dekhe amaro chokhe pani chole esheche, hoyto valobasha emoni jake bidhata vabe j amar cheya beshi kaoke valoasho take tumi pabena pabe take jake ami nirdharon korbo ",0,1,Sad,Nonbullying
"এই নাটক টা দেখে অনেক কষ্ট পাইছিলাম,, 😭😭 ",2,1,Sad,Nonbullying
"ai natok ta dekhe onek koshto pailam, felling sad  😭😭 ",2,1,Sad,Nonbullying
"এই নাটক টা দেখে onek koshto পাইছিলাম,, 😭😭 ",2,1,Sad,Nonbullying
কথা গুলো শুনে কষ্ট লাগতেছে.! 😭 ,2,1,Sad,Nonbullying
kothe gulo কষ্ট লাগতেছে.! 😭 ,2,1,Sad,Nonbullying
after listening কষ্ট লাগতেছে.! 😭 ,2,1,Sad,Nonbullying
কান্না চলে আসলো😪 কতটা অসহায় হয়🤐 মানুষ শুন্য পকেটে 😪 ,2,1,Sad,Nonbullying
crying 😪 কতটা অসহায় হয়🤐 মানুষ শুন্য পকেটে 😪 ,2,1,Sad,Nonbullying
kanna chole aslo 😪 kotota osohay hoy 🤐 manush shunno pocket a 😪 ,2,1,Sad,Nonbullying
"ইত্যাদির এর পর্বটি দেখেছিলাম তখন খুব ছোট ছিলাম মনে পড়ে গেলো। খুব কষ্ট লাগছিলো। 😭
ওনার দুই ছেলে আজ বাবার মুখ উজ্জ্বল করেছে। অনেক কষ্ট করেছে।",1,1,Sad,Nonbullying
